transaction_id,transaction_amount,login_attempts,device_risk_score,transfer_frequency,anomaly_score,account_age_days,transaction_time_hour,failed_transactions_last_30d,avg_monthly_balance,daily_transaction_count,geo_distance_km,session_duration_minutes,transaction_velocity_score,payment_channel,authentication_type,card_present_flag,international_transaction_flag,suspicious_ip_flag,fraud_flag
1009416,22744.34,5,100,67,0.87,752,0,22,39077.9,52,7039,95,36.6,Mobile App,Two-Factor Authentication,1,1,0,TRUE
1009417,17370.02,2,89.3,48,0.01,3119,7,25,386012.61,11,715,94,82.4,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1009418,16928,5,41.2,31,0.18,661,8,8,140276.37,87,7013,86,8.8,Mobile App,Password Only,0,0,1,FALSE
1009419,22541.64,9,94,31,0.47,665,11,13,20796.52,111,5705,81,85.6,Mobile App,Biometric,1,1,1,FALSE
1009420,495.41,9,80.7,58,0.42,3661,20,12,161230.51,61,1439,87,1.1,Web Banking,Two-Factor Authentication,1,0,1,FALSE
1009421,21229.44,12,80.4,12,0.44,4219,9,3,341583.24,69,1,39,43.6,POS Terminal,Two-Factor Authentication,0,0,0,FALSE
1009422,13802.94,9,63.9,40,0.1,1707,16,12,494721.53,84,11280,85,44.3,Web Banking,Two-Factor Authentication,0,0,0,FALSE
1009423,2046.18,6,95.1,10,0.57,3295,19,0,110677.26,7,13479,61,64.4,Mobile App,OTP,0,0,1,FALSE
1009424,1328.41,9,66.5,67,0.68,1248,3,10,474582.29,117,465,119,76.2,Web Banking,Biometric,0,0,1,TRUE
1009425,22470.32,1,6.7,58,0.11,4682,5,1,284557.09,110,191,104,47.6,Web Banking,Password Only,0,0,1,FALSE
1009426,6822.11,6,25.3,52,0.32,1751,2,1,370568.24,83,11045,74,49.1,Mobile App,OTP,0,0,1,FALSE
1009427,18364.63,4,68.4,60,0.28,2164,17,22,272282.17,61,8837,113,9.2,ATM,OTP,0,0,0,FALSE
1009428,3923.22,1,69.6,44,0.25,2519,9,23,289306.8,118,530,20,40.2,ATM,Two-Factor Authentication,0,1,1,FALSE
1009429,15257.68,4,90.7,43,0.52,1092,11,0,282198.29,20,14811,1,14.6,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1009430,13298.74,12,65.9,76,0.15,399,0,18,148863.92,59,14024,110,24.9,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1009431,9704.21,9,57.7,69,0.04,621,9,20,15867.22,92,3240,8,49.9,Web Banking,Password Only,1,1,0,FALSE
1009432,4977.37,2,84.1,39,0.28,2506,2,13,268153.59,108,11970,56,72,Web Banking,OTP,1,1,1,FALSE
1009433,21902.99,7,10.7,24,0.21,1236,7,3,335535.41,112,10626,78,0.7,Mobile App,Biometric,0,1,1,FALSE
1009434,20810.09,11,64.5,66,0.89,3257,14,20,343389.18,80,7074,43,88.1,Mobile App,Password Only,1,1,0,FALSE
1009435,7514.41,6,84.4,32,0.4,1097,20,12,181007.62,58,6183,4,47.4,Mobile App,OTP,1,1,1,FALSE
1009436,18129.06,6,1,19,0.21,1289,10,14,122366.68,44,7646,63,64.2,Web Banking,Two-Factor Authentication,0,1,0,FALSE
1009437,5137.09,10,18.7,29,0.09,1942,7,14,381347.71,105,14970,72,86.7,Mobile App,Password Only,1,1,0,FALSE
1009438,6018.99,3,88.9,60,0.01,2340,17,15,236056.27,15,3163,28,100,Web Banking,Password Only,1,0,0,FALSE
1009439,7683.71,3,86.8,73,0.1,2176,8,2,397965.61,67,14010,51,53.2,Web Banking,OTP,0,0,0,FALSE
1009440,23447.17,6,10.6,41,0.3,2071,23,5,74142.47,3,11533,17,59.4,Mobile App,Two-Factor Authentication,1,1,1,FALSE
1009441,17322.17,3,69.2,70,0.54,4919,14,9,81665.48,26,2138,30,14.3,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1009442,16286.56,11,15.2,40,0.79,4494,12,9,240367.16,95,3298,68,3.6,Mobile App,Two-Factor Authentication,1,1,0,TRUE
1009443,3127.81,4,83.3,9,0.48,4854,15,14,82288.61,93,11290,36,72.1,Mobile App,Biometric,0,1,1,FALSE
1009444,24392.93,7,91.3,6,0.32,2921,13,0,350612.61,29,13381,97,57.7,Mobile App,OTP,0,0,1,FALSE
1009445,17448.03,8,68.4,3,0.22,2680,6,21,65856.41,23,401,76,58.7,POS Terminal,Two-Factor Authentication,0,0,0,FALSE
1009446,22768.07,5,72.9,66,0.33,3196,20,10,446079.19,31,13996,26,89.1,Web Banking,OTP,1,1,1,FALSE
1009447,10456.85,6,24.1,38,0.19,4839,21,25,374678.86,84,12222,77,19,Mobile App,OTP,1,1,1,FALSE
1009448,5343.69,2,13.6,4,0.59,974,9,11,327056.23,99,1865,10,90.3,POS Terminal,OTP,0,0,0,FALSE
1009449,15614.06,7,10.1,44,0.25,3911,7,3,382837.4,105,4806,114,100,Web Banking,Two-Factor Authentication,1,0,0,FALSE
1009450,4658.37,1,32.2,48,0.26,2688,23,14,212700.7,65,345,72,15.9,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1009451,9049.67,1,68.3,16,0.01,983,17,4,227091.91,36,8303,85,25,Mobile App,OTP,1,0,0,FALSE
1009452,5336.08,4,33.7,22,0.24,3151,2,15,174828.5,113,5521,22,0,Mobile App,OTP,1,0,1,FALSE
1009453,18203.07,6,70.2,68,0.43,10,10,12,489164.31,18,6489,109,70.8,Web Banking,Two-Factor Authentication,0,0,0,FALSE
1009454,7282.8,11,49.7,29,0.09,2289,4,23,184674.15,108,10877,12,67.8,Web Banking,Password Only,0,1,1,FALSE
1009455,24044.95,8,88.5,33,0.14,4871,14,4,283208.75,11,7140,72,100,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1009456,23837.28,3,35.9,20,0.42,4195,11,19,8846.65,116,3736,117,1.7,Mobile App,OTP,1,0,1,FALSE
1009457,17579.72,8,41.3,37,0.01,487,20,18,78031.19,22,11394,96,35.6,Mobile App,OTP,0,1,0,FALSE
1009458,1998.46,12,43.9,5,0.47,2245,22,3,309825.92,85,10098,33,75.4,Mobile App,OTP,0,1,0,FALSE
1009459,24100.78,12,38.2,25,0.18,995,4,9,173814.04,38,12850,58,58.4,Web Banking,OTP,0,0,0,FALSE
1009460,16764.3,7,23.2,33,0.21,1193,3,9,246323.45,111,8127,10,28.6,Mobile App,Biometric,0,1,0,FALSE
1009461,12068.95,9,13.8,39,0.08,714,3,15,168258.67,48,7130,65,55,Web Banking,Two-Factor Authentication,0,1,0,FALSE
1009462,15600.04,11,85.2,41,0.35,2441,6,7,76749.05,35,12188,46,74.4,POS Terminal,OTP,0,1,1,FALSE
1009463,8984.57,6,83.5,58,0.72,2524,14,4,331812.26,21,5709,28,15.6,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1009464,24614,7,35.9,58,0.42,845,7,7,298639.93,14,7242,42,92.7,Mobile App,Biometric,1,1,1,FALSE
1009465,6594.09,12,3.8,3,0.12,1955,21,21,74209.41,94,12983,72,0,Mobile App,OTP,0,1,1,FALSE
1009466,7592.26,9,13.9,69,0.48,20,12,25,206173.61,11,3934,11,52.4,Mobile App,OTP,0,1,0,FALSE
1009467,10506.14,2,57.7,36,0.22,1718,0,8,415289.81,46,4886,31,81,Web Banking,Biometric,1,1,0,FALSE
1009468,6124.68,8,26.1,64,0.53,4688,4,23,197733.77,13,10712,109,83.4,Web Banking,Password Only,0,0,0,FALSE
1009469,4610.5,3,94.5,50,0.43,4121,18,10,107854.12,104,11146,28,39.8,Web Banking,OTP,1,0,0,FALSE
1009470,23488.19,3,23.8,33,0.01,1290,6,11,443406.27,46,11558,7,46.1,Mobile App,Two-Factor Authentication,1,1,1,FALSE
1009471,20466.22,12,97.4,68,0.1,4762,11,9,499772.67,100,6093,27,0,Mobile App,Biometric,1,1,0,FALSE
1009472,6114.27,11,30.3,49,0.65,3271,5,7,217479.39,48,12657,34,73.5,Mobile App,OTP,0,0,0,TRUE
1009473,13816.64,9,19.4,29,0.45,2813,19,18,392777.04,81,1000,52,32.1,Web Banking,OTP,1,1,1,FALSE
1009474,9378.9,6,80.4,18,0.31,4328,20,3,190266.4,82,7887,23,33.7,Mobile App,OTP,0,1,0,FALSE
1009475,16953.09,6,54.3,43,0.1,2567,23,3,93322.35,51,8364,22,42.2,Web Banking,OTP,1,0,1,FALSE
1009476,21054.64,7,89.1,62,0.68,639,4,15,347268.8,70,7512,94,37.4,Web Banking,OTP,0,0,0,FALSE
1009477,7907.91,3,14.7,59,0.01,4117,5,4,424189.15,68,3180,70,95.5,Mobile App,Password Only,0,1,1,FALSE
1009478,8349.32,10,15.6,65,0.35,2552,23,10,396766.05,34,9987,116,54.2,Web Banking,OTP,1,0,0,FALSE
1009479,18834.61,10,42.1,50,0.68,587,22,3,46557.13,94,4841,66,58.4,POS Terminal,Biometric,1,0,0,FALSE
1009480,15279.43,4,28.2,76,0.42,647,23,25,378207.79,26,11827,75,64.9,Mobile App,Password Only,0,1,0,FALSE
1009481,15745.9,8,2.9,67,0.82,1185,0,10,214250.3,66,1441,110,74.7,Mobile App,Password Only,1,0,0,TRUE
1009482,19510.56,6,29.1,16,0.67,1054,12,16,137544.58,37,10416,101,17.8,Mobile App,Password Only,1,0,1,FALSE
1009483,6353.95,10,100,10,0.44,4952,9,2,133057.95,80,14195,39,47.6,Web Banking,OTP,0,1,1,FALSE
1009484,11459.78,1,83.4,22,0.65,747,9,2,124183.19,55,11721,5,27.9,Mobile App,OTP,0,1,1,FALSE
1009485,4354.56,10,30.6,24,0.4,3856,23,13,414382.96,116,13945,82,70.4,POS Terminal,OTP,0,0,1,FALSE
1009486,22603.48,5,32.4,72,0.35,3749,7,11,410820.17,12,12020,53,55.8,Web Banking,OTP,1,0,0,FALSE
1009487,15577.31,8,33.6,37,0.25,2695,19,1,230529.88,65,6967,53,90.3,ATM,OTP,0,1,1,FALSE
1009488,24327.2,7,32.9,70,0.47,2294,10,23,162855.93,10,8027,104,71.1,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1009489,23510.63,5,91.1,44,0.54,3986,4,12,379150.8,64,3361,43,91.4,ATM,OTP,1,0,1,FALSE
1009490,3887.4,9,94.9,7,0.19,1413,17,24,110725.14,117,3909,100,100,Mobile App,Password Only,1,1,0,FALSE
1009491,12839.7,2,87.9,74,0.9,1136,5,22,11008.57,69,14856,26,15.4,Mobile App,OTP,1,0,0,TRUE
1009492,1476.52,12,29.7,61,0.15,2615,6,1,337310.41,96,2316,17,1.2,POS Terminal,Two-Factor Authentication,1,1,1,FALSE
1009493,5849.87,11,15.1,75,0.37,3748,20,22,166592.85,109,3703,16,64.9,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1009494,22921.68,9,85.3,34,0.6,4502,21,19,118410.8,87,8984,44,100,POS Terminal,OTP,0,0,0,TRUE
1009495,24397.48,9,49.2,44,0.43,4123,19,7,200567.69,119,7493,81,33.7,Mobile App,Password Only,1,1,0,FALSE
1009496,18041.62,2,100,8,0.42,4815,3,9,401101.06,73,2862,104,9,POS Terminal,OTP,0,0,1,FALSE
1009497,24372.78,7,25.1,1,0.02,3615,3,10,126514.08,80,12775,21,53.4,Web Banking,OTP,1,0,1,FALSE
1009498,20289.29,5,43.2,41,0.62,4746,6,13,112755.97,39,12155,75,0,Web Banking,OTP,1,0,1,FALSE
1009499,18588.44,3,39.4,2,0.16,90,21,16,248854.68,106,8342,106,87,Mobile App,OTP,0,0,0,FALSE
1009500,20245.61,4,78.9,19,0.23,4069,2,3,401964.19,109,10834,75,47.5,Web Banking,OTP,1,1,0,FALSE
1009501,13929.38,8,80.3,27,0.12,4561,0,11,413847.25,111,13581,112,100,Web Banking,Password Only,1,0,1,FALSE
1009502,14136.65,1,46,78,0.77,3386,3,8,169416.83,74,1673,42,2.6,Web Banking,OTP,0,1,1,FALSE
1009503,20053.43,1,36.1,47,0.32,1783,7,23,261309.95,3,1362,66,59.4,Mobile App,Two-Factor Authentication,1,1,1,FALSE
1009504,24371.99,8,62.3,49,0.13,4736,13,11,459628.66,69,2503,8,39.8,Mobile App,Password Only,1,1,1,FALSE
1009505,2064.8,4,13.3,36,0.51,4150,15,4,55866.69,7,9158,106,7.8,Mobile App,Biometric,0,1,1,TRUE
1009506,21888.86,5,63.7,17,0.44,3071,19,24,358843.21,108,10432,109,8.9,Mobile App,OTP,0,0,0,FALSE
1009507,1497.3,1,20.1,47,0.42,3493,21,16,442667.67,55,7656,7,36.8,Mobile App,OTP,0,0,0,FALSE
1009508,4571.17,2,18.3,74,0.25,3427,19,17,109385.93,88,584,92,40.3,ATM,Two-Factor Authentication,0,1,1,FALSE
1009509,8542.61,12,53.5,33,0.43,4542,1,12,74466.76,16,3881,39,16.8,Mobile App,OTP,1,0,1,FALSE
1009510,15012.33,1,69.6,59,0.13,3448,18,12,187448.07,16,4931,97,88.9,Mobile App,OTP,1,0,0,FALSE
1009511,9357.38,7,99.2,52,0.19,4143,3,20,105551.23,106,14058,30,71.7,POS Terminal,OTP,0,0,1,FALSE
1009512,24804.73,12,23.7,77,0.01,809,3,22,108709.7,82,6025,63,0,Mobile App,Password Only,1,0,0,FALSE
1009513,58.99,1,2.2,1,0.04,1974,1,17,95225.15,114,6033,58,89.6,Web Banking,OTP,1,1,1,FALSE
1009514,15025.73,8,3.2,10,0.61,1477,8,4,487354.26,47,11393,34,68.3,Web Banking,OTP,0,0,1,FALSE
1009515,2603.74,8,34.7,48,0.58,4355,18,12,346536.83,68,10581,77,100,Web Banking,Password Only,0,0,0,FALSE
1009516,24685.13,8,50.3,27,0.29,918,20,14,432743.94,93,14336,112,88.5,Web Banking,OTP,0,1,0,FALSE
1009517,22862.47,1,75.6,48,0.58,107,20,18,312717.95,116,3076,74,77.3,Web Banking,Password Only,0,1,1,FALSE
1009518,9210.82,11,78.5,22,0.25,4769,20,21,167654.19,2,8261,53,27.6,Mobile App,OTP,0,1,1,FALSE
1009519,16115.55,9,88,35,0.24,258,8,23,277952.8,114,13636,80,55.9,Web Banking,Two-Factor Authentication,0,1,1,FALSE
1009520,24158.06,7,58.7,74,0.29,2367,20,12,390210.81,103,12779,71,15.9,Web Banking,Password Only,0,0,1,FALSE
1009521,9803.74,2,53.4,1,0.26,3712,9,1,148606.38,29,9079,92,94.3,Mobile App,Biometric,0,1,1,FALSE
1009522,4028.1,2,39.9,19,0.24,752,19,21,496410.34,20,4054,10,85.2,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1009523,12816.14,11,70.3,17,0.7,4715,5,16,100064.28,114,9943,82,66.1,ATM,Password Only,0,0,1,TRUE
1009524,22378.25,6,34.7,71,0.99,4557,19,12,372287,83,11424,14,10,Web Banking,OTP,1,1,0,TRUE
1009525,23109.65,4,1.6,49,0.49,4081,9,14,272782.19,84,10797,106,60.1,Mobile App,OTP,0,0,1,FALSE
1009526,4625.62,8,7,39,0.31,198,21,15,407593.87,73,11849,79,41.7,POS Terminal,OTP,0,0,1,FALSE
1009527,13321.72,4,21.6,65,0.41,2531,10,3,17175.83,117,11005,40,89.6,Web Banking,Biometric,0,1,0,FALSE
1009528,139.97,5,100,41,0.47,837,14,5,393522.08,11,8262,85,27.5,POS Terminal,OTP,0,1,1,FALSE
1009529,15710.1,6,92.1,19,0.35,693,22,7,43284.59,77,87,9,19.6,POS Terminal,Password Only,0,1,0,FALSE
1009530,23608.36,4,73.1,69,0.99,2966,19,17,270312.61,93,109,81,41.6,Web Banking,Password Only,0,0,0,TRUE
1009531,14882.3,7,4.4,65,0.11,3932,0,14,291194.71,92,4784,35,71.2,Web Banking,Biometric,0,0,0,FALSE
1009532,17477.96,6,39,28,0.04,2369,21,24,332454.87,12,2447,17,82,Web Banking,OTP,1,0,1,FALSE
1009533,1042.56,8,96.7,25,0.99,4511,11,18,34894.25,39,13654,33,24.5,ATM,Two-Factor Authentication,1,1,1,TRUE
1009534,9154.67,1,12.5,76,0.31,3745,20,12,168682.59,88,13816,79,71.2,Web Banking,Biometric,1,0,1,FALSE
1009535,19238.63,10,76.5,28,0.25,2737,14,10,150628.5,57,14144,63,49.8,Mobile App,Password Only,0,0,1,FALSE
1009536,15886.36,5,69.9,63,0.3,2271,17,23,100098.06,118,9121,72,33.7,Mobile App,OTP,1,1,0,FALSE
1009537,16695.19,1,88.3,5,0.28,32,3,15,45458.76,54,10768,63,77.5,Mobile App,OTP,0,1,0,FALSE
1009538,20951.86,3,81.8,56,0.75,3109,8,7,403751.04,108,13535,114,6.6,ATM,OTP,0,0,0,FALSE
1009539,5699.7,2,32,9,0.04,414,3,16,85905.91,101,3321,117,30.7,ATM,Two-Factor Authentication,1,1,0,FALSE
1009540,14160.9,10,64.4,30,0.01,952,18,11,250321.83,51,12796,36,97.3,Web Banking,Password Only,1,0,0,FALSE
1009541,3166.02,7,75.5,76,0.34,4875,1,11,97373.65,113,11527,34,44.1,Web Banking,OTP,1,0,0,FALSE
1009542,15753.18,4,25.8,5,0.21,4569,6,0,217919.12,82,8005,85,17.1,ATM,OTP,1,0,0,FALSE
1009543,17318.86,8,55.7,38,0.71,2918,11,23,141091.6,72,13624,117,21.5,Mobile App,OTP,1,0,1,FALSE
1009544,12496.58,8,0.3,77,0.39,1227,1,16,100705.29,105,14407,70,69.1,Mobile App,OTP,0,1,0,FALSE
1009545,9259.35,4,34.8,50,0.51,307,8,2,62528,55,7378,59,100,Web Banking,OTP,0,0,0,FALSE
1009546,12684.92,11,37.8,28,0.01,3523,5,1,143580.29,54,11417,74,52.3,POS Terminal,OTP,1,0,1,FALSE
1009547,18188.12,5,83.6,33,0.75,4774,12,8,130441.46,7,10077,116,93.9,Web Banking,OTP,1,0,0,TRUE
1009548,19118.51,10,72.4,63,0.18,3018,5,25,494327.89,84,3463,54,39.2,Mobile App,OTP,1,0,1,FALSE
1009549,8789.57,10,84,76,0.36,2786,19,10,272553.03,14,14262,75,61.4,Mobile App,OTP,0,0,0,FALSE
1009550,3371.45,1,85.4,19,0.42,2006,3,2,388516.07,16,588,64,35.1,Web Banking,OTP,1,1,1,FALSE
1009551,16000.05,3,0,20,0.67,3432,19,12,437152.89,114,8526,7,0,ATM,OTP,1,0,0,FALSE
1009552,3691.41,12,45.4,66,0.45,3409,8,6,195591.12,55,1206,107,69.7,Web Banking,OTP,0,0,1,FALSE
1009553,21394.73,2,60.3,69,0.27,857,3,16,110231.46,104,1867,80,70.9,Mobile App,OTP,1,0,0,FALSE
1009554,8928.05,9,79.1,6,0.12,3702,2,22,225826.17,79,13057,9,14,Mobile App,Password Only,0,1,0,FALSE
1009555,6252.44,5,86.3,40,0.18,4731,3,24,250510.05,73,10192,32,79.5,POS Terminal,Password Only,0,0,0,FALSE
1009556,7325.55,5,25.5,28,0.01,2173,14,25,186501.78,83,3492,77,76.7,Mobile App,Password Only,0,0,0,FALSE
1009557,9487.36,9,21.2,79,0.53,4455,1,7,228459.44,55,13223,108,5.9,Mobile App,OTP,1,1,0,TRUE
1009558,5886.74,2,74.9,25,0.45,2070,8,7,306735.43,105,10142,109,96.2,ATM,OTP,0,1,1,TRUE
1009559,23344.73,9,19.6,21,0.4,3511,16,9,480522.08,32,1257,50,16.2,POS Terminal,OTP,0,1,1,FALSE
1009560,6593.67,11,30.7,15,0.33,522,3,11,140493.53,51,9929,45,7.7,Web Banking,OTP,0,0,1,FALSE
1009561,12959.37,10,73.4,34,0.04,2892,8,8,404092.86,55,6105,28,28.5,Web Banking,OTP,1,0,1,FALSE
1009562,6792.49,2,11.3,16,0.99,3130,4,8,51399.92,17,2608,68,49,Mobile App,Biometric,1,0,0,TRUE
1009563,9281.05,7,84.4,57,0.75,1361,10,1,186779.64,77,4227,55,59.9,Mobile App,OTP,1,0,0,TRUE
1009564,12826.43,5,42.1,6,0.2,1826,18,10,497919.68,34,3644,43,56.5,Mobile App,Password Only,1,0,1,FALSE
1009565,10182.71,11,7.8,67,0.44,2022,10,23,190512.88,27,9915,116,97.4,Web Banking,Password Only,0,1,0,FALSE
1009566,21936.71,1,79.7,29,0.96,1291,1,12,425476,103,5739,53,18.7,Mobile App,OTP,0,1,1,TRUE
1009567,11511.45,6,10,78,0.34,1475,3,8,479040.11,40,14110,109,90.3,POS Terminal,OTP,1,0,0,FALSE
1009568,23810.56,10,89.5,52,0.38,2993,16,25,117716.68,47,2301,4,58.4,Mobile App,Password Only,1,0,0,FALSE
1009569,20210.99,4,61.9,21,0.02,2386,6,10,326381.58,55,14344,78,11.3,Web Banking,OTP,0,1,1,FALSE
1009570,13141.95,4,8.1,59,0.57,2644,3,6,381340.82,46,14008,41,59.8,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1009571,17506.52,4,42.5,4,0.32,3904,11,12,11148.16,39,794,83,80.7,Web Banking,Password Only,1,0,1,FALSE
1009572,23886.58,4,35.7,2,0.21,1301,4,24,382165.26,78,14561,68,51.6,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1009573,17600.43,10,72,66,0.12,1557,7,1,215720.17,61,7704,52,71.7,ATM,Two-Factor Authentication,1,0,1,FALSE
1009574,10954.57,2,10.4,71,0.32,1583,9,8,385790.85,102,7523,11,47.1,Mobile App,Two-Factor Authentication,1,1,1,FALSE
1009575,7002.72,6,12.4,58,0.01,1356,20,13,456791.28,110,11671,21,61.6,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1009576,13666.21,9,86.6,59,0.25,678,17,8,433641.22,3,8696,4,64.3,Web Banking,Password Only,0,1,1,FALSE
1009577,14601.12,1,44.9,43,0.24,558,1,14,50447.63,79,6669,99,95.4,Mobile App,Password Only,0,0,1,FALSE
1009578,24946.41,10,11.9,9,0.03,1234,15,15,6764.24,31,3945,99,48.6,Web Banking,Password Only,0,1,0,FALSE
1009579,17073.73,3,30.3,63,0.11,1347,9,4,156100.81,74,787,38,91.1,Web Banking,Password Only,0,1,0,FALSE
1009580,23317.94,5,56.3,70,0.43,4330,20,14,343516.7,9,7123,54,29.4,POS Terminal,OTP,0,1,0,FALSE
1009581,3626.44,3,25.1,12,0.32,4487,5,7,363541.05,35,6882,112,2.3,POS Terminal,Two-Factor Authentication,1,0,1,FALSE
1009582,9219.71,7,58.6,31,0.3,4034,21,5,479636.63,82,8743,61,45.3,Mobile App,OTP,1,0,1,FALSE
1009583,4771.98,6,15.5,64,0.34,4484,13,17,223130.37,107,5220,96,72.1,Mobile App,OTP,1,1,1,FALSE
1009584,5652.92,9,87.3,77,0.3,3838,17,11,351226.15,17,5692,81,57.4,Mobile App,Biometric,0,1,1,FALSE
1009585,7023.14,11,25.9,51,0.5,2666,8,22,463807.01,36,3503,72,62.3,POS Terminal,Password Only,1,0,0,FALSE
1009586,8968.72,4,52.5,39,0.3,1034,17,25,360163.69,75,9524,48,39.8,Mobile App,OTP,1,1,1,FALSE
1009587,20595.8,10,21.3,5,0.02,687,8,20,5865.99,86,12455,74,13.2,Web Banking,OTP,1,1,1,FALSE
1009588,11547.26,1,8.6,21,0.9,4596,13,20,393909.22,85,2984,8,97.2,Web Banking,Two-Factor Authentication,1,0,1,TRUE
1009589,13500.56,3,61.5,6,0.57,4915,16,5,124233.31,21,13051,116,0.7,Web Banking,OTP,1,1,0,FALSE
1009590,9652.49,3,80.6,19,0.35,4191,8,13,30705.61,62,1040,34,50.8,Mobile App,Biometric,1,1,0,FALSE
1009591,2717.86,12,68,19,0.17,2808,6,15,437115.14,84,10553,87,87.3,Mobile App,Password Only,1,0,1,FALSE
1009592,15073.41,11,43.6,48,0.05,4601,0,14,471316.75,118,14384,14,20.5,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1009593,7363.93,12,48.2,75,0.35,3780,15,6,283275.95,92,11718,91,96,Mobile App,OTP,1,1,1,FALSE
1009594,1579.09,10,40.6,75,0.04,4394,8,6,213884.99,110,8683,15,23.7,Mobile App,Biometric,0,0,1,FALSE
1009595,194.89,6,96.9,13,0.45,667,14,15,454753.73,61,2421,29,46.7,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1009596,11510.14,1,18.2,59,0.81,759,13,13,154627.95,31,7216,48,69.6,Web Banking,OTP,0,1,1,TRUE
1009597,8743.47,12,94.5,63,0.22,3489,11,10,453971.25,76,3583,67,38.2,Mobile App,OTP,0,1,1,FALSE
1009598,19383.34,4,66.1,64,0.13,4460,1,4,163742.39,52,12660,100,70.6,Mobile App,Password Only,1,1,1,FALSE
1009599,23686.61,2,13.6,3,0.44,3217,18,23,21840.73,79,5291,112,51.9,Mobile App,OTP,1,1,1,FALSE
1009600,10397.92,7,55.6,33,0.45,474,3,18,452234.55,13,13805,68,17.5,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1009601,20865.29,12,20.1,16,0.31,2017,22,17,472381.76,27,1660,58,85,Mobile App,Password Only,0,1,1,FALSE
1009602,20278.98,5,49.6,21,0.66,3262,7,7,55023.56,5,13949,108,62.1,Mobile App,Two-Factor Authentication,0,0,1,TRUE
1009603,19581.09,4,63.6,21,0.65,2040,5,18,368256.37,48,14988,72,74,Web Banking,Biometric,0,0,0,TRUE
1009604,3515.52,10,86.8,80,0.82,4221,22,10,248185.77,76,13902,12,46.9,Mobile App,OTP,0,1,0,TRUE
1009605,168.58,9,20.8,78,0.39,3704,6,25,484911.4,109,5217,86,76.6,POS Terminal,OTP,1,0,0,FALSE
1009606,9189.09,4,48.3,78,0.27,1533,5,14,205308.27,23,10421,27,50.7,Mobile App,Password Only,0,0,1,FALSE
1009607,21471.75,1,36.1,59,0.32,2685,4,14,180774.02,7,1831,17,25.7,POS Terminal,OTP,0,1,0,FALSE
1009608,23398.61,3,17.9,20,0.49,852,2,20,245669.04,31,12668,116,15.8,ATM,OTP,1,0,0,FALSE
1009609,8596.31,10,74.1,58,0.39,2867,19,23,385325.13,71,8320,91,92.1,Web Banking,OTP,1,0,0,FALSE
1009610,9099.5,10,58.7,68,0.25,4147,10,13,497285.5,77,7847,57,63.5,POS Terminal,Two-Factor Authentication,1,1,0,FALSE
1009611,6309.27,9,87.6,37,0.49,1629,1,25,402580.7,22,11878,37,37.5,Mobile App,OTP,1,1,1,FALSE
1009612,12158.37,12,68.1,15,0.01,2541,11,22,331108.19,10,9604,17,36.9,Mobile App,OTP,0,0,1,FALSE
1009613,17702.1,10,38.4,6,0.65,4984,2,17,458066.1,104,4835,59,78.4,Mobile App,Password Only,0,0,1,FALSE
1009614,2153.96,8,80.4,47,0.01,4091,3,14,361284.87,23,4976,95,43.1,Mobile App,Biometric,1,1,0,FALSE
1009615,12294.1,6,67.6,52,0.17,4078,2,0,186040.38,108,3754,21,85.3,Mobile App,OTP,1,1,0,FALSE
1009616,9709.82,4,44.9,73,0.27,2330,10,18,276359.69,115,10858,107,91.6,Web Banking,OTP,0,0,0,FALSE
1009617,4483.58,4,29.5,37,0.88,2681,19,3,329396.39,18,6112,56,90.7,Mobile App,Two-Factor Authentication,0,0,0,TRUE
1009618,2026.21,11,68.8,48,0.25,3476,12,17,75772.89,49,12255,105,85.2,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1009619,17408.67,8,100,79,0.46,2433,16,15,377998.31,113,2841,33,83.4,Mobile App,Biometric,1,1,0,FALSE
1009620,15853.09,8,57.5,37,0.09,2317,18,14,184786.19,112,1438,88,56.5,Web Banking,Two-Factor Authentication,1,0,0,FALSE
1009621,14220.41,2,81.1,66,0.33,339,15,15,34675.89,75,4024,56,59.9,POS Terminal,OTP,1,0,1,FALSE
1009622,18238.76,12,83,35,0.18,1046,10,7,125344.9,8,9297,48,38.6,Web Banking,Two-Factor Authentication,1,0,0,FALSE
1009623,20880.94,7,33.8,65,0.52,1633,20,17,133257.59,44,1924,97,43,Mobile App,OTP,1,0,1,FALSE
1009624,20186.52,5,33.1,64,0.27,3449,19,12,223854.84,68,6634,56,81.5,Mobile App,Password Only,0,1,0,FALSE
